eye_fixation_duration,number_of_annotations,timestamp,class_path,participant_number,task_id,number_of_dependencies
418.90,12,20240115092354556,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskAssignedEventListenerHttpAdapter,15.0,15.0,26.0
511.55,10,20240115091526531,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskEventHttpDispatcher,34.0,26.0,74.0
495.00,14,20240115093026773,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskEventListener,13.0,13.0,16.0
342.00,9,20240115090115568,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskExecutedEventListenerHttpAdapter,14.0,14.0,27.0
466.56,12,20240115094237714,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskStartedEventListenerHttpAdapter,13.0,13.0,24.0
168.88,5,20240115090457557,ch.unisg.tapastasks.tasks.adapter.in.messaging.UnknownEventException,12,12,1.0
480.69,14,20240115093855072,ch.unisg.tapastasks.tasks.adapter.in.web.AddNewTaskToTaskListWebController,19.0,9.0,46.0
519.40,9,20240115091119912,ch.unisg.tapastasks.tasks.adapter.in.web.AddNewTaskToTaskListWebControllerTest,12,12,35.0
435.43,12,20240115091611016,ch.unisg.tapastasks.tasks.adapter.in.web.CheckStatusOfTaskWebController,15.0,14.0,37.0
586.55,2,20240115092722044,ch.unisg.tapastasks.tasks.adapter.in.web.DeleteTaskFromTaskListWebController,2.0,12,23.0
546.97,4,20240115093456845,ch.unisg.tapastasks.tasks.adapter.in.web.RetrieveTaskFromTaskListWebController,15.0,14.0,35.0
500.21,3,20240115095704722,ch.unisg.tapastasks.tasks.adapter.in.web.RetrieveTasksByStatusWebController,5.0,5.0,25.0
520.97,11,20240115090257281,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.MongoTaskDocument,12,12,26.0
547.57,12,20240115092932931,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.TaskMapper,12,12,412
299.85,8,20240115093746768,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.TaskPersistenceAdapter,2.0,12,54.0
337.57,2,20240115093909913,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.TaskPersistenceAdapterTest,12,12,612
493.27,9,20240115090624407,ch.unisg.tapastasks.tasks.adapter.out.web.PublishDelegatedTaskExecutedEventWebAdapter,12,12,26.0
552.18,3,20240115095438632,ch.unisg.tapastasks.tasks.adapter.out.web.PublishNewTaskAddedEventWebAdapter,4.0,12,35.0
495.96,9,20240115095913326,ch.unisg.tapastasks.tasks.AddNewTaskToTaskListSystemTest,12,12,39.0
347.53,11,20240115091032818,ch.unisg.tapastasks.tasks.application.handler.TaskAssignedHandler,12,12,16.0
492.98,2,20240115095230742,ch.unisg.tapastasks.tasks.application.handler.TaskExecutedHandler,1.0,12,26.0
250.33,13,20240115092253173,ch.unisg.tapastasks.tasks.application.handler.TaskStartedHandler,12,12,16.0
506.13,3,20240115092626638,ch.unisg.tapastasks.tasks.application.port.in.AddNewTaskToTaskListCommand,12,12,19.0
523.50,7,20240115095906921,ch.unisg.tapastasks.tasks.application.port.in.CheckStatusOfTaskQuery,12,12,9.0
322.61,3,20240115091947559,ch.unisg.tapastasks.tasks.application.port.in.DeleteTaskFromTaskListQuery,12,12,9.0
165.49,14,20240115094941509,ch.unisg.tapastasks.tasks.application.port.in.RetrieveTaskFromTaskListQuery,12,12,9.0
411.25,8,20240115094125480,ch.unisg.tapastasks.tasks.application.port.in.RetrieveTasksByStatusQuery,12,12,9.0
299.80,11,20240115094431202,ch.unisg.tapastasks.tasks.application.port.in.TaskAssignedEvent,12,12,12.0
485.62,10,20240115092919314,ch.unisg.tapastasks.tasks.application.port.in.TaskExecutedEvent,12,12,15.0
308.64,13,20240115093002648,ch.unisg.tapastasks.tasks.application.port.in.TaskStartedEvent,12,12,12.0
651.05,6,20240115091506964,ch.unisg.tapastasks.tasks.application.port.out.DelegatedTaskExecutedEvent,12,12,112
209.05,14,20240115090313027,ch.unisg.tapastasks.tasks.application.port.out.NewTaskAddedEvent,12,12,12.0
396.20,13,20240115091242332,ch.unisg.tapastasks.tasks.application.service.AddNewTaskToTaskListService,5.0,12,39.0
210.48,8,20240115093848198,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
540.34,8,20240115093948198,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
494.99,8,20240115094048198,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
493.29,8,20240115094148198,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
377.94,8,20240115094248198,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
265.98,8,20240115094348198,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
385.61,8,20240115094448198,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
319.91,8,20240115094548198,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
437.90,8,20240115094648198,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
501.50,8,20240115094748198,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
614.11,8,20240115094848198,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
346.99,8,20240115094948198,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
180.13,8,20240115095048198,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
374.53,8,20240115095148198,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
490.78,50,20240115094335350,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.TaskUpdatedEvent,12,12,32.0
582.31,50,20240115091224499,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.TaskUpdatedEvent,12,12,24.0
406.39,50,20240115092952170,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.TaskUpdatedEvent,12,12,11.0
237.68,50,20240115094847899,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.TaskUpdatedEvent,12,12,15.0
535.80,50,20240115091922193,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.TaskUpdatedEvent,12,12,33.0
236.21,50,20240115093316803,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.TaskUpdatedEvent,12,12,31.0
295.74,50,20240115093952393,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.TaskUpdatedEvent,12,12,21.0
218.22,50,20240115090347350,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.TaskUpdatedEvent,12,12,16.0
