participant,Fixation Start,Fixation End,Fixation Duration,tabName_element,Timestamp,tabName,element,taskId
KP1-no,5325013.72,5325272.0115,258.2915,F1_Offload_Container.bpmn;Activity_0f5f29o,5325017.883,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5325276.18,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,5325280.3895,5325422.012,141.6225,F1_Offload_Container.bpmn;Activity_0f5f29o,5325284.599,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5325426.162,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5325476.19,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5325501.152,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5325517.9,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5325576.179,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,5325580.3275,5325680.337,100.0095,F1_Offload_Container.bpmn;Activity_0f5f29o,5325584.476,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5325684.535,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,5325688.6725,5325772.0205,83.348,F1_Offload_Container.bpmn;Activity_0f5f29o,5325692.81,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5325776.202,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5325801.138,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5325834.467,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,5325838.6285,5325988.619,149.9905,F1_Offload_Container.bpmn;Activity_0f5f29o,5325842.79,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5325992.775,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,5326005.29,5326096.9495,91.6595,F1_Offload_Container.bpmn;Activity_0f5f29o,5326009.43,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5326101.115,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,5326180.243,5326263.5805,83.3375,F1_Offload_Container.bpmn;nan,5326184.408,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5326267.729,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5326284.439,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5326534.389,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;answer_area_for_questionID_1,5326609.359,F1_Offload_Container.bpmn,answer_area_for_questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5326659.369,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5326692.769,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5326759.366,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5326801.013,F1_Offload_Container.bpmn,,1.0
KP1-no,5326838.544,5326996.827,158.283,F1_Offload_Container.bpmn;nan,5326842.685,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5327000.987,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_15cee8u,5327150.962,F1_Offload_Container.bpmn,Activity_15cee8u,1.0
KP1-no,5327205.13,5327380.137,175.007,F1_Offload_Container.bpmn;Activity_15cee8u,5327209.29,F1_Offload_Container.bpmn,Activity_15cee8u,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_15cee8u,5327384.303,F1_Offload_Container.bpmn,Activity_15cee8u,1.0
KP1-no,5327396.777,5327555.1545,158.3775,F1_Offload_Container.bpmn;Activity_15cee8u,5327400.941,F1_Offload_Container.bpmn,Activity_15cee8u,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_15cee8u,5327559.31,F1_Offload_Container.bpmn,Activity_15cee8u,1.0
KP1-no,5327580.099,5327838.437,258.338,F1_Offload_Container.bpmn;Activity_1gumzzz,5327584.247,F1_Offload_Container.bpmn,Activity_1gumzzz,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_1gumzzz,5327842.551,F1_Offload_Container.bpmn,Activity_1gumzzz,1.0
KP1-no,5327880.102,5328088.3775,208.2755,F1_Offload_Container.bpmn;Activity_01cta4a,5327884.322,F1_Offload_Container.bpmn,Activity_01cta4a,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0hiy80e,5328092.55,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,5328138.3655,5328405.014,266.6485,F1_Offload_Container.bpmn;Activity_0hiy80e,5328142.545,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0hiy80e,5328409.193,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0hiy80e,5328442.51,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,5328446.696,5329154.9225,708.2265,F1_Offload_Container.bpmn;Activity_0hiy80e,5328459.253,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0hiy80e,5329309.083,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,5329329.8985,5329463.231,133.3325,F1_Offload_Container.bpmn;Activity_0hiy80e,5329334.053,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,5329488.226,5329754.8375,266.6115,F1_Offload_Container.bpmn;Activity_0hiy80e,5329492.392,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0hiy80e,5329759.006,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0hiy80e,5329792.331,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,5329813.181,5330038.143,224.962,F1_Offload_Container.bpmn;Activity_0hiy80e,5329817.363,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0hiy80e,5330042.31,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,5330063.1615,5330204.7925,141.631,F1_Offload_Container.bpmn;Activity_0hiy80e,5330067.328,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5330208.956,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;DataInputAssociation_1gsg8br,5330258.955,F1_Offload_Container.bpmn,DataInputAssociation_1gsg8br,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0ytwixr,5330275.644,F1_Offload_Container.bpmn,Activity_0ytwixr,1.0
KP1-no,5330296.45,5330438.1505,141.7005,F1_Offload_Container.bpmn;Activity_0ytwixr,5330300.607,F1_Offload_Container.bpmn,Activity_0ytwixr,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0ytwixr,5330442.305,F1_Offload_Container.bpmn,Activity_0ytwixr,1.0
KP1-no,5330446.4535,5330554.817,108.3635,F1_Offload_Container.bpmn;Activity_0ytwixr,5330450.602,F1_Offload_Container.bpmn,Activity_0ytwixr,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0ytwixr,5330558.987,F1_Offload_Container.bpmn,Activity_0ytwixr,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_010rs8r,5330642.238,F1_Offload_Container.bpmn,Activity_010rs8r,1.0
KP1-no,,,,F1_Offload_Container.bpmn;DataInputAssociation_033emup,5330758.922,F1_Offload_Container.bpmn,DataInputAssociation_033emup,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_010rs8r,5330800.563,F1_Offload_Container.bpmn,Activity_010rs8r,1.0
KP1-no,5330846.426,5330929.7295,83.3035,F1_Offload_Container.bpmn;Activity_010rs8r,5330850.58,F1_Offload_Container.bpmn,Activity_010rs8r,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_010rs8r,5330975.616,F1_Offload_Container.bpmn,Activity_010rs8r,1.0
KP1-no,,,,F1_Offload_Container.bpmn;DataObjectReference_0f4gdga_label,5331058.887,F1_Offload_Container.bpmn,DataObjectReference_0f4gdga_label,1.0
KP1-no,,,,F1_Offload_Container.bpmn;DataObjectReference_0f4gdga_label,5331083.856,F1_Offload_Container.bpmn,DataObjectReference_0f4gdga_label,1.0
KP1-no,5331121.3565,5331229.7,108.3435,F1_Offload_Container.bpmn;DataObjectReference_0f4gdga_label,5331133.849,F1_Offload_Container.bpmn,DataObjectReference_0f4gdga_label,1.0
KP1-no,,,,F1_Offload_Container.bpmn;DataObjectReference_0f4gdga_label,5331233.84,F1_Offload_Container.bpmn,DataObjectReference_0f4gdga_label,1.0
KP1-no,5331246.335,5331313.013,66.678,F1_Offload_Container.bpmn;Process_1jt1th5,5331258.871,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;DataObjectReference_0f4gdga_label,5331317.171,F1_Offload_Container.bpmn,DataObjectReference_0f4gdga_label,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5331342.191,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5331383.883,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5331417.169,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;DataObjectReference_0ld8w2w,5331483.822,F1_Offload_Container.bpmn,DataObjectReference_0ld8w2w,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5331508.827,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;DataObjectReference_0ld8w2w_label,5331525.504,F1_Offload_Container.bpmn,DataObjectReference_0ld8w2w_label,1.0
KP1-no,,,,F1_Offload_Container.bpmn;DataObjectReference_0ld8w2w_label,5331542.223,F1_Offload_Container.bpmn,DataObjectReference_0ld8w2w_label,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5331600.489,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5331808.789,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_1gumzzz,5331833.782,F1_Offload_Container.bpmn,Activity_1gumzzz,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_1gumzzz,5331858.779,F1_Offload_Container.bpmn,Activity_1gumzzz,1.0
KP1-no,5331871.305,5331979.605,108.3,F1_Offload_Container.bpmn;Activity_1gumzzz,5331875.509,F1_Offload_Container.bpmn,Activity_1gumzzz,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_01cta4a,5331983.767,F1_Offload_Container.bpmn,Activity_01cta4a,1.0
KP1-no,5332004.6095,5332254.612,250.0025,F1_Offload_Container.bpmn;Activity_01cta4a,5332008.79,F1_Offload_Container.bpmn,Activity_01cta4a,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5332258.804,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,5332304.55,5332521.2255,216.6755,F1_Offload_Container.bpmn;Activity_0f5f29o,5332308.717,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5332525.411,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5332558.722,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5332575.353,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5332600.383,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5332617.052,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5332633.677,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5332683.703,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;answer_area_for_questionID_1,5332725.359,F1_Offload_Container.bpmn,answer_area_for_questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5332758.675,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5332933.655,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5332966.988,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5333008.662,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5333041.976,F1_Offload_Container.bpmn,,1.0
KP1-no,5333062.809,5333429.4445,366.6355,F1_Offload_Container.bpmn;nan,5333066.962,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5333433.591,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5333533.639,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5333625.234,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5333666.952,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0ytwixr,5333833.557,F1_Offload_Container.bpmn,Activity_0ytwixr,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0ytwixr,5333858.568,F1_Offload_Container.bpmn,Activity_0ytwixr,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0ytwixr,5333950.194,F1_Offload_Container.bpmn,Activity_0ytwixr,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5334033.523,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0hiy80e,5334108.51,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,5334112.678,5334179.3505,66.6725,F1_Offload_Container.bpmn;Activity_0hiy80e,5334116.846,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0hiy80e,5334183.519,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0hiy80e,5334233.544,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0hiy80e,5334275.168,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,5334304.3435,5334387.6685,83.325,F1_Offload_Container.bpmn;Activity_0hiy80e,5334308.516,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0hiy80e,5334391.856,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,5334404.322,5334479.3045,74.9825,F1_Offload_Container.bpmn;Activity_0hiy80e,5334408.501,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0hiy80e,5334483.469,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,5334504.301,5334704.284,199.983,F1_Offload_Container.bpmn;Activity_0hiy80e,5334508.47,F1_Offload_Container.bpmn,Activity_0hiy80e,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5334708.445,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,5334770.999,5334912.6085,141.6095,F1_Offload_Container.bpmn;Process_1jt1th5,5334775.136,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5334916.756,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5334983.411,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,5334995.912,5335062.6,66.688,F1_Offload_Container.bpmn;Process_1jt1th5,5335000.076,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;answer_area_for_questionID_1,5335066.797,F1_Offload_Container.bpmn,answer_area_for_questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5335141.734,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5335191.729,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5335208.469,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5335233.47,F1_Offload_Container.bpmn,,1.0
KP1-no,5335279.248,5335487.528,208.28,F1_Offload_Container.bpmn;nan,5335283.381,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5335491.697,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5335550.02,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5335575.019,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5335616.751,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5335650.009,F1_Offload_Container.bpmn,,1.0
KP1-no,5335679.1725,5335762.4965,83.324,F1_Offload_Container.bpmn;nan,5335683.336,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5335766.664,F1_Offload_Container.bpmn,,1.0
KP1-no,5335779.1605,5335887.4805,108.32,F1_Offload_Container.bpmn;nan,5335783.323,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5335899.989,F1_Offload_Container.bpmn,,1.0
KP1-no,5335929.138,5336012.498,83.36,F1_Offload_Container.bpmn;nan,5335933.304,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5336016.633,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5336108.286,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5336150.0,F1_Offload_Container.bpmn,,1.0
KP1-no,5336304.143,5336379.1115,74.9685,F1_Offload_Container.bpmn;nan,5336308.356,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5336383.257,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5336599.91,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5336674.892,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5336691.57,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5336791.558,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5336891.553,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5336999.906,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5337016.533,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5337091.51,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5337224.832,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5337308.177,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5337391.478,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5337433.137,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5337483.144,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5337541.465,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5337566.457,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5337666.449,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;question-area-for-questionID_1,5337741.464,F1_Offload_Container.bpmn,question-area-for-questionID_1,1.0
KP1-no,5337770.628,5337853.9545,83.3265,F1_Offload_Container.bpmn;next-button-area-in-questionID_1,5337774.764,F1_Offload_Container.bpmn,next-button-area-in-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;next-button-area-in-questionID_1,5337858.121,F1_Offload_Container.bpmn,next-button-area-in-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5337908.116,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5338008.104,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;next-button-area-in-questionID_1,5338141.392,F1_Offload_Container.bpmn,next-button-area-in-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5338208.05,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5338349.712,F1_Offload_Container.bpmn,,1.0
KP1-no,5338470.5405,5338595.518,124.9775,F1_Offload_Container.bpmn;nan,5338491.374,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5338616.361,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5338633.005,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5338666.329,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5338732.992,F1_Offload_Container.bpmn,,1.0
KP1-no,5338737.158,5338878.806,141.648,F1_Offload_Container.bpmn;nan,5338741.324,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5338882.971,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5338957.969,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5338983.002,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;nan,5339074.629,F1_Offload_Container.bpmn,,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5339174.639,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,5339212.118,5339345.4405,133.3225,F1_Offload_Container.bpmn;next-button-area-in-questionID_1,5339216.266,F1_Offload_Container.bpmn,next-button-area-in-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;next-button-area-in-questionID_1,5339349.588,F1_Offload_Container.bpmn,next-button-area-in-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;next-button-area-in-questionID_1,5339391.268,F1_Offload_Container.bpmn,next-button-area-in-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5339441.242,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,5339445.4345,5339528.7585,83.324,F1_Offload_Container.bpmn;title-for-questionID_1,5339449.627,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5339532.94,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,5339537.119,5339637.07,99.951,F1_Offload_Container.bpmn;title-for-questionID_1,5339541.298,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5339641.252,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5339666.217,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,5339728.7315,5339795.3685,66.637,F1_Offload_Container.bpmn;title-for-questionID_1,5339732.877,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;title-for-questionID_1,5339799.535,F1_Offload_Container.bpmn,title-for-questionID_1,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5339816.234,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5339899.524,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,5339912.022,5339987.0415,75.0195,F1_Offload_Container.bpmn;Process_1jt1th5,5339916.189,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Process_1jt1th5,5339999.538,F1_Offload_Container.bpmn,Process_1jt1th5,1.0
KP1-no,,,,F1_Offload_Container.bpmn;Activity_0f5f29o,5340041.214,F1_Offload_Container.bpmn,Activity_0f5f29o,1.0
